PDB_CHAIN_ID,SP_PRIMARY,GENE,coverage
1F3U.A,P13984,GTF2F2,0.4738955823293173
1F3U.B,P35269,GTF2F1,0.2688588007736944
1F3U.C,P13984,GTF2F2,0.4738955823293173
1F3U.D,P35269,GTF2F1,0.29593810444874274
1F3U.E,P13984,GTF2F2,0.4738955823293173
1F3U.F,P35269,GTF2F1,0.2978723404255319
1F3U.G,P13984,GTF2F2,0.4738955823293173
1F3U.H,P35269,GTF2F1,0.2649903288201161
1F3V.A,Q15628,TRADD,0.5064102564102564
1F3V.B,Q12933,TRAF2,0.3413173652694611
1F40.A,P62942,FKBP1A,0.9907407407407407
1F41.A,P02766,TTR,0.7891156462585034
1F41.B,P02766,TTR,0.782312925170068
1F42.A,P29460,IL12B,0.9054878048780488
1F45.A,P29460,IL12B,0.8597560975609756
1F45.B,P29459,IL12A,0.6073059360730593
1F4I.A,P54725,RAD23A,0.12396694214876033
1F4J.A,P04040,CAT,0.9089184060721063
1F4J.B,P04040,CAT,0.9089184060721063
1F4J.C,P04040,CAT,0.9127134724857685
1F4J.D,P04040,CAT,0.9089184060721063
1F4O.A,P28676,GCA,0.7603686635944701
1F4O.B,P28676,GCA,0.7603686635944701
1F4Q.A,P28676,GCA,0.7419354838709677
1F4Q.B,P28676,GCA,0.7603686635944701
1F4R.A,P29372,MPG,0.6677852348993288
1F59.A,Q14974,KPNB1,0.502283105022831
1F59.B,Q14974,KPNB1,0.502283105022831
1F5F.A,P04278,SHBG,0.42786069651741293
1F5K.U,P00749,PLAU,0.5730858468677494
1F5L.A,P00749,PLAU,0.568445475638051
1F5N.A,P32455,GBP1,0.9628378378378378
1F5Q.A,P24941,CDK2,0.9932885906040269
1F5Q.C,P24941,CDK2,0.9664429530201342
1F5W.A,P78310,CXADR,0.33972602739726027
1F5W.B,P78310,CXADR,0.3315068493150685
1F5Y.A,P01130,LDLR,0.09767441860465116
1F62.A,Q9UIG0,BAZ1B,0.03438975050573163
1F66.C,P0C0S5,H2AFZ,0.8046875
1F66.G,P0C0S5,H2AFZ,0.8359375
1F68.A,Q92830,KAT2A,0.12186379928315412
1F6A.A,P12319,FCER1A,0.6731517509727627
1F6A.B,P01854,IGHE,0.5023364485981309
1F6A.D,P01854,IGHE,0.5023364485981309
1F6L.L,P01597,IGKV1-39,0.811965811965812
1F6O.A,P29372,MPG,0.7080536912751678
1F6W.A,P19835,CEL,0.7078353253652059
1F7E.A,P08709,F7,0.09227467811158799
1F7M.A,P08709,F7,0.09227467811158799
1F86.A,P02766,TTR,0.782312925170068
1F86.B,P02766,TTR,0.782312925170068
1F8A.B,Q13526,PIN1,0.9263803680981595
1F8H.A,P42566,EPS15,0.10602678571428571
1F8U.A,P22303,ACHE,0.8648208469055375
1F8Z.A,P01130,LDLR,0.04534883720930233
1F92.A,P00749,PLAU,0.5730858468677494
1F95.C,O43521,BCL2L11,0.045454545454545456
1F95.D,O43521,BCL2L11,0.045454545454545456
1F9E.A,Q14790,CASP8,0.31941544885177453
1F9E.B,Q14790,CASP8,0.18580375782881003
1F9E.C,Q14790,CASP8,0.31941544885177453
1F9E.D,Q14790,CASP8,0.18580375782881003
1F9E.E,Q14790,CASP8,0.31941544885177453
1F9E.F,Q14790,CASP8,0.18580375782881003
1F9E.G,Q14790,CASP8,0.31941544885177453
1F9E.H,Q14790,CASP8,0.18580375782881003
1F9E.I,Q14790,CASP8,0.31941544885177453
1F9E.J,Q14790,CASP8,0.18580375782881003
1F9E.K,Q14790,CASP8,0.31941544885177453
1F9E.L,Q14790,CASP8,0.18580375782881003
1F9J.A,P0CG48,UBC,0.11094890510948906
1F9J.B,P0CG48,UBC,0.10656934306569343
1F9P.A,P02775,PPBP,0.6328125
1F9Q.A,P02776,PF4,0.6336633663366337
1F9Q.B,P02776,PF4,0.6138613861386139
1F9Q.C,P02776,PF4,0.6138613861386139
1F9Q.D,P02776,PF4,0.6534653465346535
1F9R.A,P02776,PF4,0.6435643564356436
1F9R.B,P02776,PF4,0.6237623762376238
1F9R.C,P02776,PF4,0.6435643564356436
1F9R.D,P02776,PF4,0.6435643564356436
1F9S.A,P02776,PF4,0.6534653465346535
1F9S.B,P02776,PF4,0.6138613861386139
1F9S.C,P02776,PF4,0.6138613861386139
1F9S.D,P02776,PF4,0.6435643564356436
1F9X.A,P98170,XIAP,0.23340040241448692
1FA9.A,P06737,PYGL,0.9846517119244392
1FAC.A,P00451,F8,0.00893236920459379
1FAK.H,P08709,F7,0.5386266094420601
1FAK.L,P08709,F7,0.2317596566523605
1FAK.T,P13726,F3,0.6203389830508474
1FAO.A,Q9UN19,DAPP1,0.35714285714285715
1FAP.A,P62942,FKBP1A,0.9907407407407407
1FAP.B,P42345,MTOR,0.0372695174578266
1FAQ.A,P04049,RAF1,0.08024691358024691
1FAR.A,P04049,RAF1,0.08024691358024691
1FAX.A,P00742,F10,0.48155737704918034
1FAX.L,P00742,F10,0.11270491803278689
1FB1.A,P30793,GCH1,0.784
1FB1.B,P30793,GCH1,0.784
1FB1.C,P30793,GCH1,0.784
1FB1.D,P30793,GCH1,0.784
1FB1.E,P30793,GCH1,0.784
1FB8.A,Q9UN19,DAPP1,0.37857142857142856
1FBR.A,P02751,FN1,0.038977367979882646
1FBV.A,P22681,CBL,0.4282560706401766
1FBV.B,P43403,ZAP70,0.014539579967689823
1FBV.C,P68036,UBE2L3,0.935064935064935
1FBY.A,P19793,RXRA,0.4696969696969697
1FBY.B,P19793,RXRA,0.4588744588744589
1FBZ.A,P06239,LCK,0.2043222003929273
1FBZ.B,P06239,LCK,0.2043222003929273
1FC0.A,P06737,PYGL,0.9350649350649352
1FC0.B,P06737,PYGL,0.9362455726092089
1FC1.A,P01857,IGHG1,0.6272727272727273
1FC1.B,P01857,IGHG1,0.6272727272727273
1FC2.D,P01857,IGHG1,0.6272727272727273
1FCC.A,P01857,IGHG1,0.6242424242424243
1FCC.B,P01857,IGHG1,0.6242424242424243
1FCG.A,P12318,FCGR2A,0.5394321766561514
1FCH.A,P50542,PEX5,0.4726134585289515
1FCH.B,P50542,PEX5,0.46478873239436624
1FCK.A,P02788,LTF,0.971830985915493
1FCX.A,P13631,RARG,0.5176211453744494
1FCY.A,P13631,RARG,0.5176211453744494
1FCZ.A,P13631,RARG,0.5176211453744494
1FD0.A,P13631,RARG,0.5176211453744494
1FD3.A,O15263,DEFB4A; DEFB4B,0.640625
1FD3.B,O15263,DEFB4A; DEFB4B,0.625
1FD3.C,O15263,DEFB4A; DEFB4B,0.625
1FD3.D,O15263,DEFB4A; DEFB4B,0.640625
1FD4.A,O15263,DEFB4A; DEFB4B,0.640625
1FD4.B,O15263,DEFB4A; DEFB4B,0.640625
1FD4.C,O15263,DEFB4A; DEFB4B,0.640625
1FD4.D,O15263,DEFB4A; DEFB4B,0.640625
1FD4.E,O15263,DEFB4A; DEFB4B,0.640625
1FD4.F,O15263,DEFB4A; DEFB4B,0.640625
1FD4.G,O15263,DEFB4A; DEFB4B,0.640625
1FD4.H,O15263,DEFB4A; DEFB4B,0.640625
1FD4.I,O15263,DEFB4A; DEFB4B,0.640625
1FD4.J,O15263,DEFB4A; DEFB4B,0.640625
1FD4.K,O15263,DEFB4A; DEFB4B,0.640625
1FD4.L,O15263,DEFB4A; DEFB4B,0.640625
1FD4.M,O15263,DEFB4A; DEFB4B,0.640625
1FD4.N,O15263,DEFB4A; DEFB4B,0.640625
1FD4.O,O15263,DEFB4A; DEFB4B,0.640625
1FD4.P,O15263,DEFB4A; DEFB4B,0.640625
1FDH.A,P69905,HBA1; HBA2,0.9929577464788732
1FDH.B,P69905,HBA1; HBA2,0.9929577464788732
1FDH.G,P69892,HBG2,0.9931972789115646
1FDH.H,P69892,HBG2,0.9931972789115646
1FDP.A,P00746,CFD,0.8735177865612649
1FDP.B,P00746,CFD,0.7944664031620553
1FDP.C,P00746,CFD,0.7865612648221344
1FDP.D,P00746,CFD,0.7905138339920948
1FDQ.A,O15540,FABP7,0.9924242424242424
1FDQ.B,O15540,FABP7,0.9924242424242424
1FDS.A,P14061,HSD17B1,0.8597560975609756
1FDT.A,P14061,HSD17B1,0.8689024390243902
1FDU.A,P14061,HSD17B1,0.8567073170731707
1FDU.B,P14061,HSD17B1,0.8536585365853658
1FDU.C,P14061,HSD17B1,0.8689024390243902
1FDU.D,P14061,HSD17B1,0.8567073170731707
1FDV.A,P14061,HSD17B1,0.8689024390243902
1FDV.B,P14061,HSD17B1,0.8384146341463414
1FDV.C,P14061,HSD17B1,0.8689024390243902
1FDV.D,P14061,HSD17B1,0.8384146341463414
1FDW.A,P14061,HSD17B1,0.850609756097561
1FE0.A,O00244,ATOX1,0.9705882352941176
1FE0.B,O00244,ATOX1,1.0
1FE3.A,O15540,FABP7,0.9924242424242424
1FE4.A,O00244,ATOX1,1.0
1FE4.B,O00244,ATOX1,1.0
1FE8.A,P04275,VWF,0.067543547813722
1FE8.B,P04275,VWF,0.067543547813722
1FE8.C,P04275,VWF,0.06789904017063633
1FEE.A,O00244,ATOX1,0.9852941176470589
1FEE.B,O00244,ATOX1,0.9852941176470589
1FEW.A,Q9NR28,DIABLO,0.7238493723849372
1FEX.A,Q9NYB0,TERF2IP,0.14786967418546365
1FF1.A,P42566,EPS15,0.10602678571428571
1FF7.A,P08709,F7,0.09227467811158799
1FFM.A,P08709,F7,0.09227467811158799
1FG9.A,P01579,IFNG,0.7590361445783133
1FG9.B,P01579,IFNG,0.7590361445783133
1FG9.C,P15260,IFNGR1,0.42944785276073616
1FG9.D,P15260,IFNGR1,0.41922290388548056
1FG9.E,P15260,IFNGR1,0.3946830265848671
1FGA.A,P09038,FGF2,0.4305555555555556
1FGD.A,P07204,THBD,0.03130434782608696
1FGE.A,P07204,THBD,0.034782608695652174
1FGG.A,O94766,B3GAT3,0.7432835820895523
1FGG.B,O94766,B3GAT3,0.7313432835820896
1FGI.A,P11362,FGFR1,0.34428223844282235
1FGI.B,P11362,FGFR1,0.3309002433090024
1FGK.A,P11362,FGFR1,0.33819951338199516
1FGK.B,P11362,FGFR1,0.3309002433090024
1FGL.A,P62937,PPIA,1.0
1FGU.A,P27694,RPA1,0.39935064935064934
1FGU.B,P27694,RPA1,0.38636363636363635
1FH0.A,O60911,CTSV,0.6616766467065869
1FH0.B,O60911,CTSV,0.6616766467065869
1FH2.A,P02766,TTR,0.7755102040816326
1FH2.B,P02766,TTR,0.7755102040816326
1FHA.A,P02794,FTH1,0.9398907103825137
1FHI.A,P49789,FHIT,0.8503401360544218
1FHN.A,P02766,TTR,0.782312925170068
1FHN.B,P02766,TTR,0.782312925170068
1FHS.A,P62993,GRB2,0.511520737327189
1FHT.A,P09012,SNRPA,0.41134751773049644
1FIB.A,P02679,FGG,0.5496688741721855
1FIC.A,P02679,FGG,0.5739514348785872
1FIC.B,P02679,FGG,0.5673289183222958
1FID.A,P02679,FGG,0.5717439293598234
1FIE.A,P00488,F13A1,0.9631147540983607
1FIE.B,P00488,F13A1,0.976775956284153
1FIK.A,P07737,PFN1,0.9928571428571429
1FIL.A,P07737,PFN1,0.9928571428571429
1FIN.A,P24941,CDK2,1.0
1FIN.B,P20248,CCNA2,0.6018518518518519
1FIN.C,P24941,CDK2,1.0
1FIN.D,P20248,CCNA2,0.6018518518518519
1FIT.A,P49789,FHIT,0.8571428571428572
1FJ2.A,O75608,LYPLA1,0.9739130434782609
1FJ2.B,O75608,LYPLA1,0.9739130434782609
1FJD.A,Q9Y237,PIN4,0.7938931297709924
1FJS.A,P00742,F10,0.47950819672131145
1FJS.L,P00742,F10,0.10655737704918032
1FKB.A,P62942,FKBP1A,0.9907407407407407
1FKC.A,P04156,PRNP,0.42292490118577075
1FKD.A,P62942,FKBP1A,0.9907407407407407
1FKF.A,P62942,FKBP1A,0.9907407407407407
1FKG.A,P62942,FKBP1A,0.9907407407407407
1FKH.A,P62942,FKBP1A,0.9907407407407407
1FKI.A,P62942,FKBP1A,0.9907407407407407
1FKI.B,P62942,FKBP1A,0.9907407407407407
1FKJ.A,P62942,FKBP1A,0.9907407407407407
1FKN.A,P56817,BACE1,0.780439121756487
1FKN.B,P56817,BACE1,0.7764471057884231
1FKR.A,P62942,FKBP1A,0.9907407407407407
1FKS.A,P62942,FKBP1A,0.9907407407407407
1FKT.A,P62942,FKBP1A,0.9907407407407407
1FL0.A,Q12904,AIMP1,0.5224358974358975
1FL7.A,P01215,CGA,0.7413793103448276
1FL7.B,P01225,FSHB,0.8294573643410853
1FL7.C,P01215,CGA,0.7586206896551724
1FL7.D,P01225,FSHB,0.8217054263565892
1FLE.I,P19957,PI3,0.4017094017094017
1FLH.A,P0DJD7,PGA4,0.8402061855670103
1FLI.A,Q01543,FLI1,0.2168141592920354
1FLK.A,Q13114,TRAF3,0.3609154929577465
1FLK.B,Q13114,TRAF3,0.3609154929577465
1FLL.A,Q13114,TRAF3,0.3609154929577465
1FLL.B,Q13114,TRAF3,0.3609154929577465
1FLL.X,P25942,CD40,0.07581227436823104
1FLL.Y,P25942,CD40,0.07581227436823104
1FLS.A,P45452,MMP13,0.3354564755838641
1FLT.V,P15692,VEGFA,0.40948275862068967
1FLT.W,P15692,VEGFA,0.4224137931034483
1FLT.X,P17948,FLT1,0.07100149476831091
1FLT.Y,P17948,FLT1,0.07025411061285501
1FM1.A,P45452,MMP13,0.3354564755838641
1FM5.A,Q07108,CD69,0.5929648241206029
1FM6.A,P19793,RXRA,0.5021645021645021
1FM6.B,Q15788,NCOA1,0.006939625260235947
1FM6.D,P37231,PPARG,0.5386138613861386
1FM6.E,Q15788,NCOA1,0.011103400416377515
1FM6.U,P19793,RXRA,0.5021645021645021
1FM6.V,Q15788,NCOA1,0.010409437890353921
1FM6.X,P37231,PPARG,0.5386138613861386
1FM6.Y,Q15788,NCOA1,0.009021512838306732
1FM9.A,P19793,RXRA,0.5021645021645021
1FM9.B,Q15788,NCOA1,0.006939625260235947
1FM9.D,P37231,PPARG,0.5386138613861386
1FM9.E,Q15788,NCOA1,0.011103400416377515
1FMI.A,Q9UKM7,MAN1B1,0.6494992846924177
1FMK.A,P12931,SRC,0.8152985074626865
1FN3.A,P69905,HBA1; HBA2,0.9929577464788732
1FN3.B,P68871,HBB,0.9931972789115646
1FN3.C,P69905,HBA1; HBA2,0.9929577464788732
1FN3.D,P68871,HBB,0.9931972789115646
1FN7.A,O15527,OGG1,0.9101449275362319
1FNA.A,P02751,FN1,0.038139145012573344
1FNF.A,P02751,FN1,0.15423302598491198
1FNH.A,P02751,FN1,0.11274098910310143
1FNL.A,O75015,FCGR3B,0.7381974248927039
1FNS.A,P04275,VWF,0.06932100959829364
1FO1.A,Q9UBU9,NXF1,0.3473344103392569
1FO1.B,Q9UBU9,NXF1,0.2633279483037157
1FO2.A,Q9UKM7,MAN1B1,0.6523605150214592
1FO3.A,Q9UKM7,MAN1B1,0.6509298998569384
1FO7.A,P04156,PRNP,0.42292490118577075
1FOE.B,P63000,RAC1,0.921875
1FOE.D,P63000,RAC1,0.921875
1FOE.F,P63000,RAC1,0.921875
1FOE.H,P63000,RAC1,0.921875
1FOS.E,P01100,FOS,0.15789473684210525
1FOS.F,P05412,JUN,0.17220543806646527
1FOS.G,P01100,FOS,0.15526315789473685
1FOS.H,P05412,JUN,0.17522658610271905
1FP0.A,Q13263,TRIM28,0.07305389221556886
1FP5.A,P01854,IGHE,0.48598130841121495
1FPC.H,P00734,F2,0.3987138263665595
1FPC.L,P00734,F2,0.04180064308681672
1FPH.F,P02671,FGA,0.010392609699769052
1FPH.H,P00734,F2,0.41639871382636656
1FPH.L,P00734,F2,0.05787781350482315
1FPR.A,P29350,PTPN6,0.4773109243697479
1FPZ.A,Q16667,CDKN3,0.8301886792452831
1FPZ.B,Q16667,CDKN3,0.8301886792452831
1FPZ.C,Q16667,CDKN3,0.839622641509434
1FPZ.D,Q16667,CDKN3,0.839622641509434
1FPZ.E,Q16667,CDKN3,0.8301886792452831
1FPZ.F,Q16667,CDKN3,0.839622641509434
1FQ1.A,Q16667,CDKN3,0.8632075471698113
1FQ1.B,P24941,CDK2,0.9932885906040269
1FQ3.A,P10144,GZMB,0.9190283400809717
1FQ3.B,P10144,GZMB,0.9190283400809717
1FQ9.A,P09038,FGF2,0.4479166666666667
1FQ9.B,P09038,FGF2,0.4479166666666667
1FQ9.C,P11362,FGFR1,0.25669099756691
1FQ9.D,P11362,FGFR1,0.23844282238442824
1FQE.A,P02787,TF,0.4713467048710602
1FQF.A,P02787,TF,0.4713467048710602
1FQL.A,P00918,CA2,0.9846153846153847
1FQM.A,P00918,CA2,0.9846153846153847
1FQN.A,P00918,CA2,0.9884615384615385
1FQQ.A,O15263,DEFB4A; DEFB4B,0.640625
1FQR.A,P00918,CA2,0.9923076923076923
1FQV.A,Q13309,SKP2,0.7665094339622641
1FQV.B,P63208,SKP1,0.8404907975460123
1FQV.C,Q13309,SKP2,0.7665094339622641
1FQV.D,P63208,SKP1,0.8404907975460123
1FQV.E,Q13309,SKP2,0.7665094339622641
1FQV.F,P63208,SKP1,0.8404907975460123
1FQV.G,Q13309,SKP2,0.7665094339622641
1FQV.H,P63208,SKP1,0.8404907975460123
1FQV.I,Q13309,SKP2,0.7665094339622641
1FQV.J,P63208,SKP1,0.8404907975460123
1FQV.K,Q13309,SKP2,0.7665094339622641
1FQV.L,P63208,SKP1,0.8404907975460123
1FQV.M,Q13309,SKP2,0.7665094339622641
1FQV.N,P63208,SKP1,0.8404907975460123
1FQV.O,Q13309,SKP2,0.7665094339622641
1FQV.P,P63208,SKP1,0.8404907975460123
1FQY.A,P29972,AQP1,0.8401486988847584
1FR4.A,P00918,CA2,0.9884615384615385
1FR7.A,P00918,CA2,0.9846153846153847
1FR7.B,P00918,CA2,0.9846153846153847
1FRO.A,Q04760,GLO1,0.9565217391304348
1FRO.B,Q04760,GLO1,0.9565217391304348
1FRO.C,Q04760,GLO1,0.9565217391304348
1FRO.D,Q04760,GLO1,0.9565217391304348
1FS1.A,Q13309,SKP2,0.09669811320754718
1FS1.B,P63208,SKP1,0.7116564417177914
1FS1.C,Q13309,SKP2,0.09669811320754718
1FS1.D,P63208,SKP1,0.7239263803680982
1FS2.A,Q13309,SKP2,0.6108490566037736
1FS2.B,P63208,SKP1,0.7852760736196319
1FS2.C,Q13309,SKP2,0.6108490566037736
1FS2.D,P63208,SKP1,0.7852760736196319
1FSB.A,P16109,SELP,0.04819277108433735
1FSN.A,P00918,CA2,0.9884615384615385
1FSN.B,P00918,CA2,0.9884615384615385
1FSO.A,P52565,ARHGDIA,0.6715686274509803
1FSQ.A,P00918,CA2,0.9923076923076923
1FSQ.B,P00918,CA2,0.9923076923076923
1FSR.A,P00918,CA2,0.9923076923076923
1FSR.B,P00918,CA2,0.9923076923076923
1FST.A,P52565,ARHGDIA,0.6764705882352942
1FST.B,P52565,ARHGDIA,0.7254901960784313
1FSU.A,P15848,ARSB,0.8911819887429644
1FT0.A,P52565,ARHGDIA,0.6274509803921569
1FT0.B,P52565,ARHGDIA,0.6715686274509803
1FT3.A,P52565,ARHGDIA,0.6274509803921569
1FT3.B,P52565,ARHGDIA,0.6715686274509803
1FT4.A,P19438,TNFRSF1A,0.3054945054945055
1FT4.B,P19438,TNFRSF1A,0.3120879120879121
1FT8.A,Q9UBU9,NXF1,0.39095315024232635
1FT8.B,Q9UBU9,NXF1,0.2665589660743134
1FT8.C,Q9UBU9,NXF1,0.3941841680129241
1FT8.D,Q9UBU9,NXF1,0.2617124394184168
1FT8.E,Q9UBU9,NXF1,0.07108239095315025
1FTA.A,P09467,FBP1,0.9437869822485208
1FTA.B,P09467,FBP1,0.9378698224852071
1FTA.C,P09467,FBP1,0.9378698224852071
1FTA.D,P09467,FBP1,0.9408284023668639
1FTN.A,P61586,RHOA,0.917098445595855
1FU1.A,Q13426,XRCC4,0.5297619047619048
1FU1.B,Q13426,XRCC4,0.6041666666666666
1FU2.A,P01308,INS,0.19090909090909092
1FU2.B,P01308,INS,0.2727272727272727
1FU2.C,P01308,INS,0.19090909090909092
1FU2.D,P01308,INS,0.2727272727272727
1FU2.E,P01308,INS,0.19090909090909092
1FU2.F,P01308,INS,0.2727272727272727
1FU2.G,P01308,INS,0.19090909090909092
1FU2.H,P01308,INS,0.2727272727272727
1FUB.A,P01308,INS,0.19090909090909092
1FUB.B,P01308,INS,0.2727272727272727
1FUB.C,P01308,INS,0.19090909090909092
1FUB.D,P01308,INS,0.2727272727272727
1FUJ.A,P24158,PRTN3,0.86328125
1FUJ.B,P24158,PRTN3,0.86328125
1FUJ.C,P24158,PRTN3,0.86328125
1FUJ.D,P24158,PRTN3,0.86328125
1FUN.A,P00441,SOD1,0.9935064935064936
1FUN.B,P00441,SOD1,0.9935064935064936
1FUN.C,P00441,SOD1,0.9935064935064936
1FUN.D,P00441,SOD1,0.9935064935064936
1FUN.E,P00441,SOD1,0.9935064935064936
1FUN.F,P00441,SOD1,0.9935064935064936
1FUN.G,P00441,SOD1,0.9935064935064936
1FUN.H,P00441,SOD1,0.9935064935064936
1FUN.I,P00441,SOD1,0.9935064935064936
1FUN.J,P00441,SOD1,0.9935064935064936
1FV1.A,P01903,HLA-DRA,0.7047244094488189
1FV1.B,Q30154,HLA-DRB5,0.7142857142857143
1FV1.C,P02686,MBP,0.06578947368421052
1FV1.D,P01903,HLA-DRA,0.7007874015748031
1FV1.E,Q30154,HLA-DRB5,0.7142857142857143
1FV1.F,P02686,MBP,0.05921052631578947
1FV9.A,P00749,PLAU,0.568445475638051
1FVO.A,P00480,OTC,0.9067796610169492
1FVO.B,P00480,OTC,0.9067796610169492
1FVR.A,Q02763,TEK,0.26601423487544484
1FVR.B,Q02763,TEK,0.26690391459074736
1FVT.A,P24941,CDK2,0.9463087248322148
1FVV.A,P24941,CDK2,1.0
1FVV.B,P20248,CCNA2,0.6018518518518519
1FVV.C,P24941,CDK2,1.0
1FVV.D,P20248,CCNA2,0.6018518518518519
1FVY.A,P01270,PTH,0.26956521739130435
1FW1.A,O43708,GSTZ1,0.9629629629629629
1FWQ.A,P47224,RABIF,0.9349593495934959
1FXL.A,P26378,ELAVL4,0.4394736842105263
1FXT.B,P0CG48,UBC,0.11094890510948906
1FXY.A,P07477,PRSS1,0.8987854251012146
1FY1.A,P20160,AZU1,0.896414342629482
1FY3.A,P20160,AZU1,0.8725099601593626
1FYC.A,P10515,DLAT,0.15765069551777433
1FYH.B,P15260,IFNGR1,0.41104294478527603
1FYH.E,P15260,IFNGR1,0.41104294478527603
1FYJ.A,P07814,EPRS,0.037698412698412696
1FYN.A,P06241,FYN,0.1154562383612663
1FYR.A,P62993,GRB2,0.4377880184331797
1FYR.B,P62993,GRB2,0.45161290322580644
1FYR.C,P62993,GRB2,0.45161290322580644
1FYR.D,P62993,GRB2,0.4377880184331797
1FYR.I,P08581,MET,0.0035971223021582736
1FYR.J,P08581,MET,0.0035971223021582736
1FYR.K,P08581,MET,0.0035971223021582736
1FYR.L,P08581,MET,0.0035971223021582736
1FYT.A,P01903,HLA-DRA,0.7086614173228346
1FYT.B,P04229,HLA-DRB1,0.6729323308270676
1FYT.D,P01848,TRAC,0.5928571428571429
1FYT.E,P01850,TRBC1,0.7272727272727273
1FYV.A,Q15399,TLR1,0.20483460559796438
1FYW.A,O60603,TLR2,0.19005102040816327
1FYX.A,O60603,TLR2,0.19005102040816327
1FZA.A,P02671,FGA,0.09815242494226328
1FZA.B,P02675,FGB,0.6374745417515275
1FZA.C,P02679,FGG,0.6799116997792495
1FZA.D,P02671,FGA,0.09815242494226328
1FZA.E,P02675,FGB,0.6374745417515275
1FZA.F,P02679,FGG,0.6799116997792495
1FZB.A,P02671,FGA,0.09353348729792148
1FZB.B,P02675,FGB,0.6354378818737271
1FZB.C,P02679,FGG,0.6799116997792495
1FZB.D,P02671,FGA,0.09353348729792148
1FZB.E,P02675,FGB,0.6354378818737271
1FZB.F,P02679,FGG,0.6843267108167771
1FZC.A,P02671,FGA,0.08545034642032333
1FZC.B,P02675,FGB,0.6272912423625254
1FZC.C,P02679,FGG,0.6644591611479028
1FZC.D,P02671,FGA,0.08545034642032333
1FZC.E,P02675,FGB,0.6272912423625254
1FZC.F,P02679,FGG,0.6644591611479028
1FZD.A,P02671,FGA,0.22748267898383373
1FZD.B,P02671,FGA,0.22748267898383373
1FZD.C,P02671,FGA,0.22748267898383373
1FZD.D,P02671,FGA,0.22748267898383373
1FZD.E,P02671,FGA,0.22748267898383373
1FZD.F,P02671,FGA,0.22748267898383373
1FZD.G,P02671,FGA,0.22748267898383373
1FZD.H,P02671,FGA,0.22748267898383373
1FZE.A,P02671,FGA,0.09353348729792148
1FZE.B,P02675,FGB,0.6293279022403259
1FZE.C,P02679,FGG,0.6688741721854304
1FZE.D,P02671,FGA,0.09237875288683603
1FZE.E,P02675,FGB,0.6272912423625254
1FZE.F,P02679,FGG,0.6666666666666666
1FZF.A,P02671,FGA,0.07736720554272518
1FZF.B,P02675,FGB,0.6171079429735234
1FZF.C,P02679,FGG,0.6445916114790287
1FZF.D,P02671,FGA,0.06235565819861432
1FZF.E,P02675,FGB,0.6028513238289206
1FZF.F,P02679,FGG,0.6291390728476821
1FZF.M,P02675,FGB,0.008146639511201629
1FZF.N,P02675,FGB,0.008146639511201629
1FZF.S,P02675,FGB,0.008146639511201629
1FZF.T,P02675,FGB,0.008146639511201629
1FZG.A,P02671,FGA,0.07736720554272518
1FZG.B,P02675,FGB,0.6171079429735234
1FZG.C,P02679,FGG,0.6445916114790287
1FZG.D,P02671,FGA,0.06235565819861432
1FZG.E,P02675,FGB,0.6028513238289206
1FZG.F,P02679,FGG,0.6291390728476821
1FZG.M,P02675,FGB,0.008146639511201629
1FZG.N,P02675,FGB,0.008146639511201629
1FZG.S,P02675,FGB,0.008146639511201629
1FZG.T,P02675,FGB,0.008146639511201629
1FZV.A,P49763,PGF,0.45248868778280543
1FZV.B,P49763,PGF,0.45248868778280543
1G05.A,P08254,MMP3,0.3480083857442348
1G05.B,P08254,MMP3,0.3480083857442348
1G0E.A,P00918,CA2,0.9923076923076923
1G0F.A,P00918,CA2,0.9923076923076923
1G0X.A,Q8NHL6,LILRB1,0.29538461538461536
1G0Y.R,P14778,IL1R1,0.5448154657293497
1G13.A,P17900,GM2A,0.8393782383419689
1G13.B,P17900,GM2A,0.8393782383419689
1G13.C,P17900,GM2A,0.8393782383419689
1G1C.A,Q8WZ42,TTN,0.0028529839883551676
1G1C.B,Q8WZ42,TTN,0.0028529839883551676
1G1D.A,P00918,CA2,0.9923076923076923
1G1E.A,Q05195,MXD1,0.07239819004524888
1G1F.A,P18031,PTPN1,0.6827586206896552
1G1G.A,P18031,PTPN1,0.6850574712643678
1G1H.A,P18031,PTPN1,0.6850574712643678
1G1O.A,P02766,TTR,0.782312925170068
1G1O.B,P02766,TTR,0.7755102040816326
1G1O.C,P02766,TTR,0.7755102040816326
1G1O.D,P02766,TTR,0.7891156462585034
1G1Q.A,P16109,SELP,0.19036144578313252
1G1Q.B,P16109,SELP,0.19036144578313252
1G1Q.C,P16109,SELP,0.19036144578313252
1G1Q.D,P16109,SELP,0.19036144578313252
1G1R.A,P16109,SELP,0.19036144578313252
1G1R.B,P16109,SELP,0.19036144578313252
1G1R.C,P16109,SELP,0.19036144578313252
1G1R.D,P16109,SELP,0.19036144578313252
1G1S.A,P16109,SELP,0.19036144578313252
1G1S.B,P16109,SELP,0.1891566265060241
1G1S.C,Q14242,SELPLG,0.03155339805825243
1G1S.D,Q14242,SELPLG,0.03398058252427184
1G1T.A,P16581,SELE,0.2573770491803279
1G1U.A,P19793,RXRA,0.4935064935064935
1G1U.B,P19793,RXRA,0.49567099567099565
1G1U.C,P19793,RXRA,0.48917748917748916
1G1U.D,P19793,RXRA,0.49567099567099565
